Generation;Game;Gym name;Gym leader;Pokémon;Level;Gender;Move 1;Move 2;Move 3;Move 4;Held Item;Dynamax
5;White 2;Castelia Gym;Burgh (challenge mode);Leavanny;26;Male;Grass Whistle;Aerial Ace;Razor Leaf;Struggle Bug;Sitrus Berry;
5;White 2;Nimbasa Gym;Elesa (easy mode);Emolga;26;Female;Quick Attack;Pursuit;Volt Switch;;;
5;White 2;Nimbasa Gym;Elesa (easy mode);Flaaffy;26;Female;Thunder Wave;Volt Switch;Take Down;;;
5;White 2;Nimbasa Gym;Elesa (easy mode);Zebstrika;28;Female;Flame Charge;Pursuit;Volt Switch;Quick Attack;Sitrus Berry;
5;White 2;Nimbasa Gym;Elesa (normal mode);Emolga;28;Female;Quick Attack;Pursuit;Volt Switch;;;
5;White 2;Nimbasa Gym;Elesa (normal mode);Flaaffy;28;Female;Thunder Wave;Volt Switch;Take Down;;;
5;White 2;Nimbasa Gym;Elesa (normal mode);Zebstrika;30;Female;Flame Charge;Pursuit;Volt Switch;Quick Attack;Sitrus Berry;
5;White 2;Nimbasa Gym;Elesa (challenge mode);Emolga;30;Female;Quick Attack;Pursuit;Aerial Ace;Volt Switch;Sitrus Berry;
5;White 2;Nimbasa Gym;Elesa (challenge mode);Flaaffy;30;Female;Thunder Wave;Volt Switch;Confuse Ray;Take Down;;
5;White 2;Nimbasa Gym;Elesa (challenge mode);Joltik;30;Female;Thunder Wave;Volt Switch;Energy Ball;X-Scissor;;
5;White 2;Nimbasa Gym;Elesa (challenge mode);Zebstrika;32;Female;Volt Switch;Pursuit;Flame Charge;Stomp;Sitrus Berry;
5;White 2;Driftveil Gym;Clay (easy mode);Krokorok;28;Male;Crunch;Sand Tomb;Bulldoze;Torment;;
5;White 2;Driftveil Gym;Clay (easy mode);Sandslash;28;Male;Crush Claw;Bulldoze;Fury Cutter;Rollout;;
5;White 2;Driftveil Gym;Clay (easy mode);Excadrill;30;Male;Slash;Rock Slide;Metal Claw;Bulldoze;Sitrus Berry;
5;White 2;Driftveil Gym;Clay (normal mode);Krokorok;31;Male;Crunch;Sand Tomb;Bulldoze;Torment;;
5;White 2;Driftveil Gym;Clay (normal mode);Sandslash;31;Male;Crush Claw;Bulldoze;Fury Cutter;Rollout;;
5;White 2;Driftveil Gym;Clay (normal mode);Excadrill;33;Male;Slash;Rock Slide;Metal Claw;Bulldoze;Sitrus Berry;
5;White 2;Driftveil Gym;Clay (challenge mode);Krokorok;34;Male;Crunch;Sandstorm;Torment;Bulldoze;Sitrus Berry;
5;White 2;Driftveil Gym;Clay (challenge mode);Sandslash;34;Male;Bulldoze;Crush Claw;Hone Claws;Rock Slide;;
5;White 2;Driftveil Gym;Clay (challenge mode);Onix;34;Male;Explosion;Bulldoze;Rock Polish;Rock Slide;;
5;White 2;Driftveil Gym;Clay (challenge mode);Excadrill;36;Male;Slash;Bulldoze;Metal Claw;Rock Slide;Sitrus Berry;
5;White 2;Mistralton Gym;Skyla (easy mode);Swoobat;34;Female;Heart Stamp;Attract;Acrobatics;Assurance;;
5;White 2;Mistralton Gym;Skyla (easy mode);Skarmory;34;Female;Air Cutter;Agility;Steel Wing;Fury Attack;;
5;White 2;Mistralton Gym;Skyla (easy mode);Swanna;36;Female;Feather Dance;Roost;Bubble Beam;Air Slash;Sitrus Berry;
5;White 2;Mistralton Gym;Skyla (normal mode);Swoobat;37;Female;Heart Stamp;Attract;Acrobatics;Assurance;;
5;White 2;Mistralton Gym;Skyla (normal mode);Skarmory;37;Female;Air Cutter;Agility;Steel Wing;Fury Attack;;
5;White 2;Mistralton Gym;Skyla (normal mode);Swanna;39;Female;Feather Dance;Roost;Bubble Beam;Air Slash;Sitrus Berry;
5;White 2;Mistralton Gym;Skyla (challenge mode);Swoobat;40;Female;Psychic;Acrobatics;Energy Ball;Attract;;
5;White 2;Mistralton Gym;Skyla (challenge mode);Skarmory;40;Female;Aerial Ace;Steel Wing;X-Scissor;Agility;Sitrus Berry;
5;White 2;Mistralton Gym;Skyla (challenge mode);Sigilyph;40;Female;Psychic;Hypnosis;Air Cutter;Flash Cannon;;
5;White 2;Mistralton Gym;Skyla (challenge mode);Swanna;42;Female;Roost;Feather Dance;Surf;Air Slash;Sitrus Berry;
5;White 2;Opelucid Gym;Drayden (easy mode);Druddigon;42;Male;Revenge;Crunch;Slash;Dragon Tail;;
5;White 2;Opelucid Gym;Drayden (easy mode);Flygon;42;Male;Rock Slide;Earth Power;Crunch;Dragon Tail;;
5;White 2;Opelucid Gym;Drayden (easy mode);Haxorus;44;Male;Dragon Dance;Dragon Tail;Slash;Assurance;Sitrus Berry;
5;White 2;Opelucid Gym;Drayden (normal mode);Druddigon;46;Male;Revenge;Crunch;Slash;Dragon Tail;;
5;White 2;Opelucid Gym;Drayden (normal mode);Flygon;46;Male;Rock Slide;Earth Power;Crunch;Dragon Tail;;
5;White 2;Opelucid Gym;Drayden (normal mode);Haxorus;48;Male;Dragon Dance;Dragon Tail;Slash;Assurance;Sitrus Berry;
5;White 2;Opelucid Gym;Drayden (challenge mode);Druddigon;50;Male;Revenge;Crunch;Dragon Tail;Rock Slide;Sitrus Berry;
5;White 2;Opelucid Gym;Drayden (challenge mode);Flygon;50;Male;Rock Slide;Dragon Tail;Crunch;Earth Power;;
5;White 2;Opelucid Gym;Drayden (challenge mode);Altaria;50;Male;Cotton Guard;Fire Blast;Sing;Dragon Pulse;;
5;White 2;Opelucid Gym;Drayden (challenge mode);Haxorus;52;Male;Dragon Dance;Dragon Tail;X-Scissor;Shadow Claw;Sitrus Berry;
5;White 2;Humilau Gym;Marlon (easy mode);Carracosta;45;Male;Smack Down;Shell Smash;Scald;Crunch;;
5;White 2;Humilau Gym;Marlon (easy mode);Wailord;45;Male;Amnesia;Scald;Rollout;Bounce;;
5;White 2;Humilau Gym;Marlon (easy mode);Jellicent;47;Male;Brine;Recover;Scald;Ominous Wind;Sitrus Berry;
5;White 2;Humilau Gym;Marlon (normal mode);Carracosta;49;Male;Smack Down;Shell Smash;Scald;Crunch;;
5;White 2;Humilau Gym;Marlon (normal mode);Wailord;49;Male;Amnesia;Scald;Rollout;Bounce;;
5;White 2;Humilau Gym;Marlon (normal mode);Jellicent;51;Male;Brine;Recover;Scald;Ominous Wind;Sitrus Berry;
5;White 2;Humilau Gym;Marlon (challenge mode);Wailord;53;Male;Scald;Ice Beam;Rain Dance;Earthquake;;
5;White 2;Humilau Gym;Marlon (challenge mode);Mantine;43;Male;Air Slash;Ice Beam;Scald;Confuse Ray;;
5;White 2;Humilau Gym;Marlon (challenge mode);Carracosta;53;Male;Rock Slide;Shell Smash;Scald;Crunch;Sitrus Berry;
5;White 2;Humilau Gym;Marlon (challenge mode);Jellicent;55;Male;Energy Ball;Recover;Scald;Shadow Ball;Sitrus Berry;
5;White 2;Pokemon League;Shauntal (easy mode);Cofagrigus;52;Female;Psychic;Shadow Ball;Will-O-Wisp;Grass Knot;;
5;White 2;Pokemon League;Shauntal (easy mode);Drifblim;52;Female;Acrobatics;Thunderbolt;Shadow Ball;Psychic;;
5;White 2;Pokemon League;Shauntal (easy mode);Golurk;52;N/A;Earthquake;Shadow Punch;Heavy Slam;Brick Break;;
5;White 2;Pokemon League;Shauntal (easy mode);Chandelure;54;Female;Fire Blast;Energy Ball;Shadow Ball;Psychic;Sitrus Berry;
5;White 2;Pokemon League;Shauntal (normal mode);Cofagrigus;56;Female;Psychic;Shadow Ball;Will-O-Wisp;Grass Knot;;
5;White 2;Pokemon League;Shauntal (normal mode);Drifblim;56;Female;Acrobatics;Thunderbolt;Shadow Ball;Psychic;;
5;White 2;Pokemon League;Shauntal (normal mode);Golurk;56;N/A;Earthquake;Shadow Punch;Heavy Slam;Brick Break;;
5;White 2;Pokemon League;Shauntal (normal mode);Chandelure;58;Female;Fire Blast;Energy Ball;Shadow Ball;Psychic;Sitrus Berry;
5;White 2;Pokemon League;Shauntal (challenge mode);Cofagrigus;60;Female;Grass Knot;Shadow Ball;Will-O-Wisp;Psychic;Leftovers;
5;White 2;Pokemon League;Shauntal (challenge mode);Drifblim;60;Female;Psychic;Thunderbolt;Shadow Ball;Acrobatics;Flying Gem;
5;White 2;Pokemon League;Shauntal (challenge mode);Golurk;60;N/A;Heavy Slam;Earthquake;Brick Break;Shadow Punch;Expert Belt;
5;White 2;Pokemon League;Shauntal (challenge mode);Banette;60;Female;Shadow Claw;Will-O-Wisp;Psychic;Sucker Punch;Muscle Band;
5;White 2;Pokemon League;Shauntal (challenge mode);Chandelure;62;Female;Fire Blast;Energy Ball;Shadow Ball;Psychic;Choice Scarf;
5;White 2;Pokemon League;Marshal (easy mode);Throh;52;Male;Rock Tomb;Bulldoze;Storm Throw;Payback;;
5;White 2;Pokemon League;Marshal (easy mode);Sawk;52;Male;Payback;Rock Slide;Retaliate;Brick Break;;
5;White 2;Pokemon League;Marshal (easy mode);Mienshao;52;Male;Hi Jump Kick;U-turn;Bounce;Retaliate;;
5;White 2;Pokemon League;Marshal (easy mode);Conkeldurr;54;Male;Stone Edge;Hammer Arm;Retaliate;Bulk Up;Sitrus Berry;
5;White 2;Pokemon League;Marshal (normal mode);Throh;56;Male;Rock Tomb;Bulldoze;Storm Throw;Payback;;
5;White 2;Pokemon League;Marshal (normal mode);Sawk;56;Male;Payback;Rock Slide;Retaliate;Brick Break;;
5;White 2;Pokemon League;Marshal (normal mode);Mienshao;56;Male;Hi Jump Kick;U-turn;Bounce;Retaliate;;
5;White 2;Pokemon League;Marshal (normal mode);Conkeldurr;58;Male;Stone Edge;Hammer Arm;Retaliate;Bulk Up;Sitrus Berry;
5;White 2;Pokemon League;Marshal (challenge mode);Throh;60;Male;Storm Throw;Bulldoze;Rock Tomb;Payback;Leftovers;
5;White 2;Pokemon League;Marshal (challenge mode);Sawk;60;Male;Brick Break;Rock Slide;Retaliate;Payback;Muscle Band;
5;White 2;Pokemon League;Marshal (challenge mode);Mienshao;60;Male;Hi Jump Kick;U-turn;Bounce;Retaliate;Expert Belt;
5;White 2;Pokemon League;Marshal (challenge mode);Lucario;60;Male;Shadow Ball;Aura Sphere;Psychic;Calm Mind;Wise Glasses;
5;White 2;Pokemon League;Marshal (challenge mode);Conkeldurr;62;Male;Hammer Arm;Bulk Up;Stone Edge;Earthquake;Flame Orb;
5;White 2;Pokemon League;Grimsley (easy mode);Liepard;52;Female;Fake Out;Night Slash;Aerial Ace;Attract;;
5;White 2;Pokemon League;Grimsley (easy mode);Scrafty;52;Female;Rock Tomb;Brick Break;Crunch;Poison Jab;;
5;White 2;Pokemon League;Grimsley (easy mode);Krookodile;52;Female;Crunch;Earthquake;Dragon Claw;Rock Tomb;;
5;White 2;Pokemon League;Grimsley (easy mode);Bisharp;54;Female;Aerial Ace;Night Slash;X-Scissor;Metal Claw;Sitrus Berry;
5;White 2;Pokemon League;Grimsley (normal mode);Liepard;56;Female;Fake Out;Night Slash;Aerial Ace;Attract;;
5;White 2;Pokemon League;Grimsley (normal mode);Scrafty;56;Female;Rock Tomb;Brick Break;Crunch;Poison Jab;;
5;White 2;Pokemon League;Grimsley (normal mode);Krookodile;56;Female;Crunch;Earthquake;Dragon Claw;Rock Tomb;;
5;White 2;Pokemon League;Grimsley (normal mode);Bisharp;58;Female;Aerial Ace;Night Slash;X-Scissor;Metal Claw;Sitrus Berry;
5;White 2;Pokemon League;Grimsley (challenge mode);Liepard;60;Female;Fake Out;Night Slash;Aerial Ace;Attract;Normal Gem;
5;White 2;Pokemon League;Grimsley (challenge mode);Scrafty;60;Female;Rock Tomb;Crunch;Brick Break;Poison Jab;Leftovers;
5;White 2;Pokemon League;Grimsley (challenge mode);Krookodile;60;Female;Crunch;Dragon Claw;Rock Tomb;Earthquake;;
5;White 2;Pokemon League;Grimsley (challenge mode);Absol;60;Female;Swords Dance;Night Slash;Psycho Cut;X-Scissor;Muscle Band;
5;White 2;Pokemon League;Grimsley (challenge mode);Bisharp;62;Female;Metal Claw;Aerial Ace;X-Scissor;Night Slash;Quick Claw;
5;White 2;Pokemon League;Caitlin (easy mode);Musharna;52;Female;Reflect;Yawn;Dream Eater;Charge Beam;;
5;White 2;Pokemon League;Caitlin (easy mode);Sigilyph;52;Female;Psychic;Shadow Ball;Ice Beam;Air Slash;;
5;White 2;Pokemon League;Caitlin (easy mode);Reuniclus;52;Female;Focus Blast;Psychic;Energy Ball;Recover;;
5;White 2;Pokemon League;Caitlin (easy mode);Gothitelle;54;Female;Calm Mind;Psychic;Shadow Ball;Thunderbolt;Sitrus Berry;
5;White 2;Pokemon League;Caitlin (normal mode);Musharna;56;Female;Reflect;Yawn;Dream Eater;Charge Beam;;
5;White 2;Pokemon League;Caitlin (normal mode);Sigilyph;56;Female;Psychic;Shadow Ball;Ice Beam;Air Slash;;
5;White 2;Pokemon League;Caitlin (normal mode);Reuniclus;56;Female;Focus Blast;Psychic;Energy Ball;Recover;;
5;White 2;Pokemon League;Caitlin (normal mode);Gothitelle;58;Female;Calm Mind;Psychic;Shadow Ball;Thunderbolt;Sitrus Berry;
5;White 2;Pokemon League;Caitlin (challenge mode);Musharna;60;Female;Reflect;Hypnosis;Dream Eater;Charge Beam;Zoom Lens;
5;White 2;Pokemon League;Caitlin (challenge mode);Sigilyph;60;Female;Psychic;Shadow Ball;Ice Beam;Air Slash;Expert Belt;
5;White 2;Pokemon League;Caitlin (challenge mode);Reuniclus;60;Female;Psychic;Energy Ball;Focus Blast;Recover;Leftovers;
5;White 2;Pokemon League;Caitlin (challenge mode);Gothitelle;60;Female;Calm Mind;Psychic;Shadow Ball;Thunderbolt;Wise Glasses;
5;White 2;Pokemon League;Caitlin (challenge mode);Metagross;62;N/A;Zen Headbutt;Bullet Punch;Hammer Arm;Shadow Ball;Life Orb;
5;White 2;Pokemon League;Iris (easy mode);Hydreigon;53;Female;Dragon Pulse;Surf;Flamethrower;Charge Beam;;
5;White 2;Pokemon League;Iris (easy mode);Druddigon;53;Female;Dragon Tail;Rock Slide;Flamethrower;Focus Blast;Life Orb;
5;White 2;Pokemon League;Iris (easy mode);Aggron;53;Female;Double-Edge;Rock Slide;Earthquake;Autotomize;;
5;White 2;Pokemon League;Iris (easy mode);Archeops;53;Male;Acrobatics;Rock Slide;Dragon Claw;Endeavor;;
5;White 2;Pokemon League;Iris (easy mode);Lapras;53;Female;Surf;Ice Beam;Thunderbolt;Sing;;
5;White 2;Pokemon League;Iris (easy mode);Haxorus;55;Female;Dual Chop;Dragon Dance;Earthquake;X-Scissor;Focus Sash;
5;White 2;Pokemon League;Iris (normal mode);Hydreigon;57;Female;Dragon Pulse;Surf;Flamethrower;Charge Beam;;
5;White 2;Pokemon League;Iris (normal mode);Druddigon;57;Female;Dragon Tail;Rock Slide;Flamethrower;Focus Blast;Life Orb;
5;White 2;Pokemon League;Iris (normal mode);Aggron;57;Female;Double-Edge;Rock Slide;Earthquake;Autotomize;;
5;White 2;Pokemon League;Iris (normal mode);Archeops;57;Male;Acrobatics;Rock Slide;Dragon Claw;Endeavor;;
5;White 2;Pokemon League;Iris (normal mode);Lapras;57;Female;Surf;Ice Beam;Thunderbolt;Sing;;
5;White 2;Pokemon League;Iris (normal mode);Haxorus;59;Female;Dual Chop;Dragon Dance;Earthquake;X-Scissor;Focus Sash;
5;White 2;Pokemon League;Iris (challenge mode);Hydreigon;61;Female;Dragon Pulse;Surf;Fire Blast;Focus Blast;Wise Glasses;
5;White 2;Pokemon League;Iris (challenge mode);Druddigon;61;Female;Outrage;Fire Punch;Thunder Punch;Focus Blast;Life Orb;
5;White 2;Pokemon League;Iris (challenge mode);Aggron;61;Female;Head Smash;Double-Edge;Earthquake;Autotomize;Muscle Band;
5;White 2;Pokemon League;Iris (challenge mode);Archeops;61;Male;Acrobatics;Stone Edge;Dragon Claw;Endeavor;Flying Gem;
5;White 2;Pokemon League;Iris (challenge mode);Lapras;61;Female;Hydro Pump;Blizzard;Thunder;Sing;Wide Lens;
5;White 2;Pokemon League;Iris (challenge mode);Haxorus;63;Female;Outrage;Dragon Dance;Earthquake;X-Scissor;Focus Sash;
5;White 2;Pokemon League;Shauntal (easy mode) (rematch);Cofagrigus;68;Female;Shadow Ball;Psychic;Will-O-Wisp;Energy Ball;;
5;White 2;Pokemon League;Shauntal (easy mode) (rematch);Mismagius;68;Female;Shadow Ball;Psychic;Power Gem;Perish Song;;
5;White 2;Pokemon League;Shauntal (easy mode) (rematch);Froslass;68;Female;Shadow Ball;Psychic;Blizzard;Ice Shard;;
5;White 2;Pokemon League;Shauntal (easy mode) (rematch);Drifblim;68;Female;Thunder;Shadow Ball;Psychic;Acrobatics;Flying Gem;
5;White 2;Pokemon League;Shauntal (easy mode) (rematch);Golurk;68;N/A;Shadow Punch;Earthquake;Hammer Arm;Rock Slide;;
5;White 2;Pokemon League;Shauntal (easy mode) (rematch);Chandelure;70;Female;Shadow Ball;Psychic;Fire Blast;Energy Ball;Sitrus Berry;
5;White 2;Pokemon League;Shauntal (normal mode) (rematch);Cofagrigus;72;Female;Shadow Ball;Psychic;Will-O-Wisp;Energy Ball;;
5;White 2;Pokemon League;Shauntal (normal mode) (rematch);Mismagius;72;Female;Shadow Ball;Psychic;Power Gem;Perish Song;;
5;White 2;Pokemon League;Shauntal (normal mode) (rematch);Froslass;72;Female;Shadow Ball;Psychic;Blizzard;Ice Shard;;
5;White 2;Pokemon League;Shauntal (normal mode) (rematch);Drifblim;72;Female;Thunder;Shadow Ball;Psychic;Acrobatics;Flying Gem;
5;White 2;Pokemon League;Shauntal (normal mode) (rematch);Golurk;72;N/A;Shadow Punch;Earthquake;Hammer Arm;Rock Slide;;
5;White 2;Pokemon League;Shauntal (normal mode) (rematch);Chandelure;74;Female;Shadow Ball;Psychic;Fire Blast;Energy Ball;Sitrus Berry;
5;White 2;Pokemon League;Shauntal (challenge mode) (rematch);Cofagrigus;77;Female;Shadow Ball;Will-O-Wisp;Energy Ball;Psychic;Leftovers;
5;White 2;Pokemon League;Shauntal (challenge mode) (rematch);Gengar;77;Female;Shadow Ball;Focus Blast;Sludge Bomb;Dark Pulse;Expert Belt;
5;White 2;Pokemon League;Shauntal (challenge mode) (rematch);Froslass;77;Female;Psychic;Shadow Ball;Blizzard;Ice Shard;Wise Glasses;
5;White 2;Pokemon League;Shauntal (challenge mode) (rematch);Drifblim;77;Female;Shadow Ball;Psychic;Acrobatics;Thunder;Flying Gem;
5;White 2;Pokemon League;Shauntal (challenge mode) (rematch);Golurk;77;N/A;Shadow Punch;Earthquake;Hammer Arm;Stone Edge;Muscle Band;
5;White 2;Pokemon League;Shauntal (challenge mode) (rematch);Chandelure;79;Female;Fire Blast;Shadow Ball;Energy Ball;Psychic;Choice Scarf;
5;White 2;Pokemon League;Marshal (easy mode) (rematch);Throh;68;Male;Payback;Superpower;Earthquake;Stone Edge;;
5;White 2;Pokemon League;Marshal (easy mode) (rematch);Sawk;68;Male;Close Combat;Stone Edge;Retaliate;Poison Jab;Muscle Band;
5;White 2;Pokemon League;Marshal (easy mode) (rematch);Lucario;68;Male;Dragon Pulse;Aura Sphere;Extreme Speed;Shadow Ball;;
5;White 2;Pokemon League;Marshal (easy mode) (rematch);Mienshao;68;Male;Hi Jump Kick;U-turn;Fake Out;Acrobatics;;
5;White 2;Pokemon League;Marshal (easy mode) (rematch);Medicham;68;Male;Hi Jump Kick;Ice Punch;Thunder Punch;Fire Punch;;
5;White 2;Pokemon League;Marshal (easy mode) (rematch);Conkeldurr;70;Male;Hammer Arm;Bulk Up;Stone Edge;Earthquake;Sitrus Berry;
5;White 2;Pokemon League;Marshal (normal mode) (rematch);Throh;72;Male;Payback;Superpower;Earthquake;Stone Edge;;
5;White 2;Pokemon League;Marshal (normal mode) (rematch);Sawk;72;Male;Close Combat;Stone Edge;Retaliate;Poison Jab;Muscle Band;
5;White 2;Pokemon League;Marshal (normal mode) (rematch);Lucario;72;Male;Dragon Pulse;Aura Sphere;Extreme Speed;Shadow Ball;;
5;White 2;Pokemon League;Marshal (normal mode) (rematch);Mienshao;72;Male;Hi Jump Kick;U-turn;Fake Out;Acrobatics;;
5;White 2;Pokemon League;Marshal (normal mode) (rematch);Medicham;72;Male;Hi Jump Kick;Ice Punch;Thunder Punch;Fire Punch;;
5;White 2;Pokemon League;Marshal (normal mode) (rematch);Conkeldurr;74;Male;Hammer Arm;Bulk Up;Stone Edge;Earthquake;Sitrus Berry;
5;White 2;Pokemon League;Marshal (challenge mode) (rematch);Throh;77;Male;Superpower;Stone Edge;Earthquake;Payback;Focus Band;
5;White 2;Pokemon League;Marshal (challenge mode) (rematch);Sawk;77;Male;Close Combat;Stone Edge;Retaliate;Poison Jab;Muscle Band;
5;White 2;Pokemon League;Marshal (challenge mode) (rematch);Lucario;77;Male;Aura Sphere;Dragon Pulse;Extreme Speed;Shadow Ball;Wise Glasses;
5;White 2;Pokemon League;Marshal (challenge mode) (rematch);Mienshao;77;Male;Hi Jump Kick;Acrobatics;U-turn;Fake Out;Eject Button;
5;White 2;Pokemon League;Marshal (challenge mode) (rematch);Machamp;77;Male;Dynamic Punch;Stone Edge;Dual Chop;Thunder Punch;Expert Belt;
5;White 2;Pokemon League;Marshal (challenge mode) (rematch);Conkeldurr;79;Male;Hammer Arm;Bulk Up;Stone Edge;Earthquake;Flame Orb;
5;White 2;Pokemon League;Grimsley (easy mode) (rematch);Liepard;68;Female;Fake Out;Attract;Aerial Ace;Sucker Punch;Normal Gem;
5;White 2;Pokemon League;Grimsley (easy mode) (rematch);Honchkrow;68;Female;Night Slash;Aerial Ace;Haze;Psychic;;
5;White 2;Pokemon League;Grimsley (easy mode) (rematch);Scrafty;68;Female;Hi Jump Kick;Head Smash;Crunch;Poison Jab;;
5;White 2;Pokemon League;Grimsley (easy mode) (rematch);Krookodile;68;Female;Earthquake;Outrage;Crunch;Rock Slide;;
5;White 2;Pokemon League;Grimsley (easy mode) (rematch);Houndoom;68;Male;Thunder Fang;Fire Blast;Sludge Bomb;Crunch;;
5;White 2;Pokemon League;Grimsley (easy mode) (rematch);Bisharp;70;Female;Guillotine;Night Slash;X-Scissor;Aerial Ace;Sitrus Berry;
5;White 2;Pokemon League;Grimsley (normal mode) (rematch);Liepard;72;Female;Fake Out;Attract;Aerial Ace;Sucker Punch;Normal Gem;
5;White 2;Pokemon League;Grimsley (normal mode) (rematch);Honchkrow;72;Female;Night Slash;Aerial Ace;Haze;Psychic;;
5;White 2;Pokemon League;Grimsley (normal mode) (rematch);Scrafty;72;Female;Hi Jump Kick;Head Smash;Crunch;Poison Jab;;
5;White 2;Pokemon League;Grimsley (normal mode) (rematch);Krookodile;72;Female;Earthquake;Outrage;Crunch;Rock Slide;;
5;White 2;Pokemon League;Grimsley (normal mode) (rematch);Houndoom;72;Male;Thunder Fang;Fire Blast;Sludge Bomb;Crunch;;
5;White 2;Pokemon League;Grimsley (normal mode) (rematch);Bisharp;74;Female;Guillotine;Night Slash;X-Scissor;Aerial Ace;Sitrus Berry;
5;White 2;Pokemon League;Grimsley (challenge mode) (rematch);Honchkrow;77;Male;Night Slash;Psychic;Aerial Ace;Haze;Scope Lens;
5;White 2;Pokemon League;Grimsley (challenge mode) (rematch);Scrafty;77;Male;Hi Jump Kick;Head Smash;Crunch;Poison Jab;Leftovers;
5;White 2;Pokemon League;Grimsley (challenge mode) (rematch);Krookodile;77;Male;Rock Slide;Earthquake;Crunch;Outrage;Muscle Band;
5;White 2;Pokemon League;Grimsley (challenge mode) (rematch);Houndoom;77;Male;Sludge Bomb;Thunder Fang;Fire Blast;Crunch;Wise Glasses;
5;White 2;Pokemon League;Grimsley (challenge mode) (rematch);Tyranitar;77;Male;Dark Pulse;Stone Edge;Fire Blast;Earthquake;Focus Band;
5;White 2;Pokemon League;Grimsley (challenge mode) (rematch);Bisharp;79;Male;Guillotine;Night Slash;X-Scissor;Aerial Ace;Quick Claw;
5;White 2;Pokemon League;Caitlin (easy mode) (rematch);Musharna;68;Female;Yawn;Dream Eater;Charge Beam;Reflect;;
5;White 2;Pokemon League;Caitlin (easy mode) (rematch);Sigilyph;68;Female;Air Slash;Psychic;Flash Cannon;Ice Beam;;
5;White 2;Pokemon League;Caitlin (easy mode) (rematch);Gothitelle;68;Female;Psychic;Shadow Ball;Flatter;Thunderbolt;;
5;White 2;Pokemon League;Caitlin (easy mode) (rematch);Gallade;68;Male;Close Combat;Psycho Cut;Leaf Blade;Night Slash;;
5;White 2;Pokemon League;Caitlin (easy mode) (rematch);Reuniclus;68;Female;Psychic;Thunder;Recover;Focus Blast;Leftovers;
5;White 2;Pokemon League;Caitlin (easy mode) (rematch);Metagross;70;N/A;Hammer Arm;Bullet Punch;Zen Headbutt;Earthquake;Sitrus Berry;
5;White 2;Pokemon League;Caitlin (normal mode) (rematch);Musharna;72;Female;Yawn;Dream Eater;Charge Beam;Reflect;;
5;White 2;Pokemon League;Caitlin (normal mode) (rematch);Sigilyph;72;Female;Air Slash;Psychic;Flash Cannon;Ice Beam;;
5;White 2;Pokemon League;Caitlin (normal mode) (rematch);Gothitelle;72;Female;Psychic;Shadow Ball;Flatter;Thunderbolt;;
5;White 2;Pokemon League;Caitlin (normal mode) (rematch);Gallade;72;Male;Close Combat;Psycho Cut;Leaf Blade;Night Slash;;
5;White 2;Pokemon League;Caitlin (normal mode) (rematch);Reuniclus;72;Female;Psychic;Thunder;Recover;Focus Blast;Leftovers;
5;White 2;Pokemon League;Caitlin (normal mode) (rematch);Metagross;74;N/A;Hammer Arm;Bullet Punch;Zen Headbutt;Earthquake;Sitrus Berry;
5;White 2;Pokemon League;Caitlin (challenge mode) (rematch);Musharna;77;Female;Reflect;Charge Beam;Dream Eater;Hypnosis;Zoom Lens;
5;White 2;Pokemon League;Caitlin (challenge mode) (rematch);Alakazam;77;Male;Shadow Ball;Focus Blast;Psychic;Charge Beam;Expert Belt;
5;White 2;Pokemon League;Caitlin (challenge mode) (rematch);Gothitelle;77;Female;Psychic;Flatter;Shadow Ball;Thunderbolt;Wise Glasses;
5;White 2;Pokemon League;Caitlin (challenge mode) (rematch);Gallade;77;Male;Close Combat;Night Slash;Leaf Blade;Psycho Cut;Muscle Band;
5;White 2;Pokemon League;Caitlin (challenge mode) (rematch);Reuniclus;77;Female;Psychic;Thunder;Recover;Focus Blast;Leftovers;
5;White 2;Pokemon League;Caitlin (challenge mode) (rematch);Metagross;79;N/A;Zen Headbutt;Bullet Punch;Earthquake;Hammer Arm;Life Orb;
5;White 2;Pokemon League;Iris (easy mode) (rematch);Hydreigon;72;Female;Dragon Pulse;Surf;Fire Blast;Focus Blast;;
5;White 2;Pokemon League;Iris (easy mode) (rematch);Druddigon;72;Female;Outrage;Fire Punch;Thunder Punch;Focus Blast;Life Orb;
5;White 2;Pokemon League;Iris (easy mode) (rematch);Aggron;72;Female;Stone Edge;Double-Edge;Earthquake;Autotomize;;
5;White 2;Pokemon League;Iris (easy mode) (rematch);Archeops;72;Male;Acrobatics;Stone Edge;Dragon Claw;Endeavor;;
5;White 2;Pokemon League;Iris (easy mode) (rematch);Lapras;72;Female;Hydro Pump;Blizzard;Thunder;Sing;;
5;White 2;Pokemon League;Iris (easy mode) (rematch);Haxorus;74;Female;Outrage;Dragon Dance;Earthquake;Guillotine;Focus Sash;
5;White 2;Pokemon League;Iris (normal mode) (rematch);Hydreigon;76;Female;Dragon Pulse;Surf;Fire Blast;Focus Blast;;
5;White 2;Pokemon League;Iris (normal mode) (rematch);Druddigon;76;Female;Outrage;Fire Punch;Thunder Punch;Focus Blast;Life Orb;
5;White 2;Pokemon League;Iris (normal mode) (rematch);Aggron;76;Female;Stone Edge;Double-Edge;Earthquake;Autotomize;;
5;White 2;Pokemon League;Iris (normal mode) (rematch);Archeops;76;Male;Acrobatics;Stone Edge;Dragon Claw;Endeavor;;
